timestamp,open_price,close_price,high_price,low_price,volume
7/2/2021,492.23,483.23,568.23,422.23,149504.0
5/8/2020,360.93,359.93,372.93,312.93,75180.0
2/17/2021,214.77,221.77,220.77,156.77,130944.0
11/2/2020,458.75,464.75,473.75,363.75,539110.0
3/19/2021,832.34,825.34,863.34,777.34,227814.0
10/19/2020,387.21,391.21,423.21,365.21,275268.0
5/3/2021,249.63,241.63,335.63,198.63,405794.0
9/12/2020,633.53,635.53,679.53,554.53,258750.0
3/17/2020,174.86,167.86,188.86,167.86,101409.0
1/30/2021,269.47,262.47,355.47,218.47,180566.0
5/23/2021,37.0,35.0,46.0,0,62652.0
2/22/2021,557.31,559.31,579.31,489.31,257760.0
9/23/2021,964.51,964.51,1028.51,875.51,634185.0
10/19/2020,381.98,378.98,388.98,332.98,224168.0
8/29/2021,410.91,410.91,447.91,381.91,217800.0
12/9/2021,629.82,636.82,703.82,564.82,552108.0
10/21/2020,820.71,818.71,890.71,747.71,615329.0
5/14/2020,319.45,312.45,399.45,297.45,152184.0
6/18/2020,692.21,691.21,703.21,655.21,78000.0
7/20/2021,444.81,449.81,453.81,433.81,45840.0
10/8/2021,943.42,942.42,1000.42,908.42,159988.0
9/2/2020,746.17,753.17,772.17,710.17,189534.0
3/30/2020,509.79,508.79,578.79,425.79,686664.0
10/22/2020,838.05,840.05,891.05,776.05,530035.0
12/29/2021,918.74,912.74,943.74,902.74,121278.0
3/4/2020,61.48,65.48,151.48,0,302657.04
11/9/2020,748.71,741.71,768.71,741.71,82080.0
2/15/2020,807.93,809.93,814.93,727.93,366531.0
9/25/2021,300.41,290.41,389.41,298.41,307034.0
2/16/2021,83.74,81.74,113.74,27.74,183094.0
8/15/2020,545.91,541.91,570.91,525.91,222345.0
8/19/2021,941.89,934.89,1021.89,849.89,215344.0
10/8/2021,385.78,388.78,445.78,287.78,353920.0
1/10/2021,374.06,384.06,446.06,296.06,497700.0
7/14/2021,771.94,778.94,815.94,763.94,123916.0
5/13/2020,95.97,100.97,188.97,74.97,177384.0
1/30/2020,101.64,110.64,155.64,65.64,116910.0
7/15/2021,2.23,12.23,92.23,0,429330.65
3/13/2021,423.81,420.81,500.81,323.81,391347.0
11/9/2021,496.19,496.19,556.19,434.19,162992.0
6/7/2021,340.12,332.12,363.12,257.12,283550.0
9/28/2020,482.79,488.79,559.79,446.79,537428.0
9/21/2020,269.95,269.95,316.95,184.95,604296.0
7/9/2020,92.2,101.2,167.2,79.2,364848.0
1/10/2020,916.03,921.03,959.03,886.03,124611.0
4/30/2020,227.05,227.05,249.05,186.05,207774.0
3/19/2021,221.24,224.24,255.24,143.24,545216.0
11/22/2020,217.27,221.27,317.27,189.27,251136.0
1/21/2020,559.81,560.81,642.81,554.81,229240.0
3/17/2020,387.49,396.49,435.49,294.49,347142.0
3/11/2020,519.01,513.01,574.01,495.01,320740.0
11/9/2021,684.41,688.41,700.41,611.41,204878.0
7/7/2021,856.55,865.55,941.55,788.55,595935.0
10/19/2021,199.92,191.92,295.92,111.92,473616.0
11/19/2021,281.12,291.12,380.12,251.12,545283.0
4/19/2021,83.28,73.28,142.28,0,419583.72
8/12/2021,386.48,381.48,437.48,292.48,419195.0
3/13/2021,364.53,363.53,430.53,265.53,166320.0
3/26/2021,797.59,805.59,875.59,719.59,581724.0
6/18/2020,253.82,245.82,339.82,192.82,326634.0
4/15/2020,233.57,232.57,256.57,141.57,374325.0
11/1/2021,586.75,594.75,645.75,510.75,503010.0
1/22/2021,6.32,-2.68,79.32,0,118266.12
4/2/2021,426.03,428.03,511.03,363.03,574832.0
8/11/2020,682.87,685.87,762.87,624.87,456918.0
2/1/2021,103.9,109.9,162.9,44.9,206146.0
6/1/2021,727.64,722.64,778.64,659.64,123522.0
12/11/2021,694.44,686.44,723.44,613.44,460240.0
8/16/2021,254.2,244.2,348.2,204.2,474336.0
1/23/2020,878.07,875.07,896.07,779.07,511290.0
1/14/2021,193.01,198.01,245.01,93.01,218880.0
12/21/2021,47.64,54.64,104.64,45.64,227091.0
11/21/2021,759.88,765.88,803.88,695.88,534708.0
8/26/2021,389.13,382.13,469.13,307.13,662904.0
12/19/2020,202.31,198.31,209.31,166.31,84839.0
2/28/2021,54.31,52.31,71.31,36.31,132160.0
3/13/2020,175.15,174.15,246.15,140.15,152534.0
7/14/2021,393.06,392.06,482.06,369.06,271087.0
10/19/2020,272.9,277.9,326.9,266.9,172620.0
6/3/2020,151.01,160.01,235.01,69.01,498498.0
8/16/2021,542.99,551.99,604.99,509.99,311315.0
5/10/2021,480.41,473.41,576.41,420.41,650520.0
9/2/2020,752.61,744.61,793.61,667.61,489636.0
9/5/2021,546.92,543.92,604.92,534.92,223510.0
5/10/2021,248.49,253.49,331.49,164.49,824980.0
1/15/2020,995.79,988.79,1071.79,947.79,456196.0
12/15/2020,956.71,954.71,1042.71,949.71,340473.0
12/30/2021,834.59,828.59,876.59,761.59,444590.0
1/19/2020,904.76,894.76,913.76,840.76,230023.0
8/30/2020,581.54,581.54,594.54,568.54,127504.0
5/8/2021,646.65,637.65,699.65,549.65,213900.0
8/17/2020,568.32,566.32,592.32,505.32,137199.0
6/14/2020,430.28,420.28,530.28,402.28,588160.0
4/5/2020,266.4,263.4,337.4,232.4,420315.0
11/12/2021,129.71,133.71,214.71,64.71,583050.0
3/21/2020,712.8,716.8,789.8,639.8,199650.0
7/12/2021,309.73,299.73,347.73,243.73,242840.0
4/11/2021,677.24,680.24,740.24,608.24,646272.0
9/21/2020,514.29,510.29,586.29,464.29,580720.0
3/15/2021,818.92,817.92,905.92,812.92,361026.0
12/26/2021,473.28,465.28,560.28,406.28,362362.0
9/25/2020,545.41,552.41,547.41,473.41,307248.0
12/14/2020,828.26,833.26,863.26,806.26,197220.0
9/22/2020,353.89,345.89,421.89,284.89,268520.0
12/13/2021,113.08,123.08,146.08,29.08,407979.0
11/29/2020,653.99,660.99,739.99,642.99,348133.0
7/11/2020,415.24,411.24,478.24,350.24,186624.0
4/26/2020,460.0,465.0,469.0,409.0,149520.0
3/3/2021,289.52,289.52,319.52,276.52,67897.0
12/27/2020,984.93,988.93,1068.93,938.93,421460.0
6/30/2020,5.67,0.67,14.67,0,27300.87
2/16/2021,532.71,531.71,578.71,474.71,183560.0
8/14/2021,205.73,198.73,248.73,126.73,210694.0
8/25/2021,837.51,846.51,840.51,793.51,60113.0
2/2/2021,11.89,5.89,68.89,0,211767.86
8/1/2021,32.36,24.36,114.36,0,300881.16
8/16/2020,71.93,63.93,106.93,50.93,202440.0
4/13/2021,200.54,195.54,239.54,177.54,206584.0
5/30/2021,544.47,553.47,553.47,453.47,334400.0
3/31/2021,740.38,741.38,799.38,655.38,504720.0
5/23/2021,304.08,309.08,369.08,241.08,250112.0
2/19/2021,575.8,578.8,657.8,522.8,393930.0
3/12/2020,209.44,203.44,237.44,203.44,49436.0
10/14/2021,973.15,964.15,1023.15,962.15,119682.0
1/16/2020,276.27,280.27,330.27,266.27,139008.0
6/16/2020,432.19,440.19,490.19,369.19,360701.0
9/11/2020,889.55,898.55,893.55,880.55,24154.0
4/7/2020,916.18,917.18,930.18,861.18,246399.0
10/11/2021,100.14,105.14,135.14,98.14,108262.0
11/5/2021,424.37,421.37,463.37,418.37,164880.0
4/10/2020,801.8,810.8,861.8,761.8,281400.0
5/3/2021,501.27,498.27,503.27,500.27,11847.0
12/13/2020,943.29,936.29,944.29,891.29,227529.0
7/26/2021,915.27,907.27,935.27,834.27,268155.0
3/4/2020,48.69,43.69,57.69,11.69,169234.0
3/9/2020,597.76,604.76,657.76,502.76,626975.0
9/3/2021,514.62,521.62,582.62,471.62,221223.0
12/19/2020,956.46,952.46,989.46,861.46,235648.0
11/10/2020,454.45,456.45,482.45,380.45,290904.0
2/8/2020,64.14,67.14,151.14,40.14,349539.0
4/1/2020,818.48,817.48,859.48,814.48,53910.0
5/27/2021,227.06,223.06,300.06,174.06,448308.0
6/18/2020,937.56,931.56,991.56,895.56,297312.0
9/29/2021,983.46,984.46,1037.46,963.46,190994.0
3/7/2021,366.99,368.99,375.99,284.99,259714.0
8/19/2021,328.99,334.99,381.99,230.99,312117.0
2/4/2020,208.39,209.39,293.39,127.39,360718.0
10/21/2021,566.17,559.17,604.17,550.17,244458.0
9/23/2021,857.07,853.07,876.07,826.07,206700.0
9/16/2020,225.68,228.68,270.68,195.68,364800.0
5/17/2020,640.74,649.74,735.74,639.74,384192.0
7/27/2020,75.1,71.1,133.1,61.1,80136.0
1/18/2021,306.22,310.22,312.22,233.22,79237.0
1/31/2021,639.29,647.29,722.29,585.29,562796.0
5/18/2021,45.12,38.12,139.12,19.12,583920.0
1/3/2021,907.91,912.91,944.91,825.91,463981.0
5/30/2021,251.96,249.96,259.96,216.96,46913.0
1/19/2021,419.52,428.52,469.52,400.52,281796.0
9/3/2021,935.8,940.8,961.8,899.8,243908.0
8/31/2020,494.55,492.55,516.55,484.55,93856.0
1/8/2020,353.74,343.74,369.74,292.74,286902.0
4/1/2021,481.27,477.27,549.27,399.27,195750.0
1/31/2021,277.72,267.72,338.72,199.72,304688.0
8/29/2021,763.89,768.89,801.89,723.89,386022.0
10/9/2020,247.54,248.54,325.54,163.54,779382.0
1/13/2021,343.09,334.09,365.09,280.09,345865.0
2/16/2020,93.49,103.49,183.49,3.49,240480.0
4/13/2020,367.53,358.53,373.53,294.53,173010.0
8/18/2020,446.83,439.83,525.83,420.83,283500.0
5/4/2020,669.41,675.41,759.41,617.41,604210.0
8/2/2021,239.54,230.54,281.54,179.54,181254.0
7/11/2020,677.37,679.37,731.37,577.37,679140.0
5/29/2020,976.3,976.3,1050.3,914.3,281656.0
4/19/2020,577.57,569.57,599.57,527.57,289944.0
5/30/2020,839.3,846.3,866.3,805.3,285907.0
5/2/2020,663.33,656.33,706.33,578.33,516864.0
4/19/2020,390.58,384.58,487.58,309.58,435210.0
5/21/2021,381.84,391.84,419.84,348.84,178139.0
8/4/2020,762.09,771.09,852.09,753.09,340956.0
10/12/2021,579.03,570.03,588.03,563.03,64125.0
10/12/2020,886.78,891.78,931.78,840.78,360451.0
1/31/2021,469.02,477.02,478.02,378.02,232600.0
6/4/2021,819.42,815.42,882.42,744.42,606234.0
4/23/2021,151.9,148.9,172.9,81.9,400218.0
1/15/2021,572.7,582.7,636.7,477.7,254559.0
5/19/2020,546.88,536.88,563.88,452.88,476412.0
1/17/2020,420.49,428.49,483.49,402.49,323433.0
12/3/2021,780.78,777.78,799.78,720.78,116051.0
12/20/2020,753.76,752.76,827.76,710.76,557856.0
2/13/2020,457.09,464.09,501.09,397.09,338416.0
2/8/2021,238.6,248.6,295.6,210.6,253895.0
6/21/2020,986.7,988.7,1039.7,961.7,82134.0
7/8/2021,869.41,862.41,934.41,786.41,180264.0
4/2/2020,252.88,253.88,352.88,213.88,303576.0
9/23/2020,121.23,118.23,208.23,112.23,123840.0
5/22/2021,846.28,848.28,856.28,828.28,139076.0
8/30/2021,8.86,-0.14,47.86,0,183925.98
2/28/2021,211.45,205.45,307.45,157.45,391500.0
11/1/2020,585.17,594.17,640.17,565.17,220875.0
4/16/2020,224.96,225.96,291.96,145.96,555238.0
9/14/2021,378.14,380.14,416.14,369.14,111766.0
9/14/2020,457.67,449.67,512.67,431.67,189540.0
11/23/2021,616.71,621.71,638.71,613.71,50850.0
5/18/2021,183.34,177.34,228.34,91.34,292358.0
3/21/2020,766.34,759.34,779.34,763.34,26368.0
12/12/2020,895.37,893.37,983.37,847.37,168640.0
10/10/2021,470.51,474.51,490.51,386.51,408616.0
7/11/2020,979.03,969.03,1076.03,975.03,180285.0
6/4/2020,8.43,-1.57,80.43,0,297188.85
7/11/2021,422.06,413.06,457.06,365.06,365884.0
1/15/2020,168.48,170.48,261.48,149.48,159600.0
1/25/2020,10.66,6.66,73.66,0,350400.62
9/1/2021,512.22,516.22,522.22,423.22,222849.0
5/29/2021,153.27,144.27,248.27,68.27,777780.0
11/22/2020,88.11,80.11,177.11,16.11,658168.0
11/12/2020,686.13,680.13,756.13,614.13,311406.0
4/24/2020,656.79,662.79,744.79,575.79,500916.0
11/12/2020,576.25,575.25,615.25,515.25,407800.0
10/23/2020,965.8,965.8,1026.8,935.8,155064.0
5/25/2021,13.93,10.93,79.93,0,138119.04
10/1/2020,835.4,832.4,891.4,824.4,222574.0
9/16/2021,975.32,980.32,1032.32,902.32,212940.0
12/15/2021,210.0,205.0,220.0,193.0,71739.0
6/8/2021,16.8,22.8,79.8,0,362930.4
6/1/2021,902.45,907.45,904.45,824.45,343200.0
2/1/2021,809.02,812.02,895.02,771.02,128216.0
4/1/2021,295.71,291.71,338.71,217.71,410311.0
7/21/2020,406.22,409.22,492.22,358.22,626316.0
1/6/2020,261.13,263.13,355.13,192.13,317687.0
6/3/2020,885.27,881.27,943.27,808.27,196830.0
7/7/2020,137.35,135.35,148.35,128.35,90440.0
1/21/2020,795.79,795.79,822.79,775.79,202194.0
8/3/2021,591.21,591.21,663.21,590.21,137240.0
5/19/2020,251.94,261.94,316.94,186.94,417560.0
6/9/2021,521.22,518.22,528.22,496.22,62464.0
11/4/2021,703.36,694.36,738.36,647.36,248703.0
1/15/2020,113.99,107.99,115.99,99.99,68368.0
6/14/2021,873.35,872.35,925.35,796.35,617394.0
1/13/2021,351.79,345.79,403.79,277.79,322056.0
1/12/2020,539.11,545.11,551.11,524.11,86103.0
8/21/2020,620.56,618.56,629.56,546.56,389021.0
11/10/2021,74.13,73.13,130.13,0,264163.9
3/12/2021,347.2,346.2,367.2,332.2,121100.0
10/24/2021,226.38,234.38,255.38,145.38,240570.0
7/21/2020,276.36,273.36,294.36,253.36,132881.0
11/29/2020,209.34,206.34,226.34,124.34,487152.0
12/7/2021,603.71,593.71,616.71,598.71,22464.0
10/2/2021,979.51,989.51,1006.51,940.51,115698.0
8/5/2021,681.02,686.02,683.02,594.02,120417.0
3/11/2020,202.54,207.54,230.54,120.54,143770.0
12/3/2021,99.33,91.33,138.33,93.33,187560.0
1/25/2021,814.27,819.27,888.27,745.27,391391.0
6/25/2020,619.59,622.59,652.59,601.59,174420.0
12/5/2021,419.98,424.98,446.98,391.98,151910.0
8/1/2021,7.07,12.07,60.07,0,102119.0
6/18/2020,967.05,958.05,1065.05,948.05,161109.0
3/4/2021,650.7,659.7,731.7,641.7,119970.0
9/26/2021,937.41,927.41,995.41,898.41,463078.0
1/19/2020,492.33,494.33,556.33,462.33,332572.0
9/6/2020,847.38,855.38,850.38,752.38,157388.0
6/6/2020,686.14,694.14,698.14,605.14,119877.0
6/30/2020,95.32,101.32,194.32,5.32,649404.0
8/5/2021,742.46,746.46,822.46,690.46,254892.0
5/4/2020,438.15,448.15,453.15,358.15,141930.0
6/5/2020,253.17,251.17,278.17,238.17,84160.0
6/17/2020,877.94,872.94,954.94,815.94,213087.0
5/20/2021,1.09,-0.91,80.09,0,107721.05
2/13/2021,693.9,685.9,758.9,644.9,132810.0
12/24/2020,980.75,981.75,1000.75,881.75,561323.0
2/22/2021,784.32,780.32,822.32,700.32,386374.0
6/5/2020,593.5,583.5,659.5,512.5,196833.0
2/15/2020,929.28,927.28,975.28,913.28,115568.0
2/11/2021,454.81,458.81,535.81,444.81,316862.0
9/7/2020,372.86,375.86,393.86,321.86,96480.0
3/8/2020,872.87,867.87,923.87,786.87,153029.0
6/2/2020,830.04,821.04,893.04,780.04,542626.0
1/21/2021,502.32,503.32,552.32,410.32,356846.0
1/2/2021,821.23,829.23,892.23,818.23,299626.0
10/10/2020,217.04,221.04,288.04,187.04,144026.0
7/31/2021,376.39,383.39,421.39,282.39,253397.0
9/8/2020,918.8,921.8,962.8,859.8,372860.0
5/13/2020,123.21,115.21,126.21,120.21,27090.0
12/11/2021,506.89,503.89,550.89,442.89,111024.0
7/2/2020,471.85,476.85,556.85,448.85,502200.0
6/10/2021,910.78,913.78,948.78,855.78,133548.0
7/26/2021,944.71,946.71,1009.71,907.71,496332.0
3/7/2020,887.3,892.3,903.3,830.3,317039.0
8/30/2020,477.9,484.9,490.9,459.9,36766.0
11/6/2021,683.64,679.64,763.64,593.64,811580.0
5/12/2021,876.31,867.31,890.31,836.31,219672.0
4/17/2021,476.8,472.8,516.8,458.8,245978.0
12/28/2020,503.36,496.36,569.36,495.36,162504.0
3/2/2020,671.27,677.27,744.27,625.27,548947.0
8/9/2021,633.07,641.07,653.07,540.07,554378.0
7/17/2020,536.32,532.32,622.32,478.32,696240.0
10/28/2021,338.75,340.75,409.75,267.75,364514.0
10/13/2021,949.85,941.85,1030.85,889.85,565692.0
8/19/2021,899.16,895.16,959.16,891.16,292468.0
9/11/2021,225.47,223.47,320.47,132.47,653300.0
1/4/2021,617.57,614.57,707.57,550.57,283542.0
10/25/2021,241.21,242.21,340.21,148.21,940992.0
4/25/2020,694.28,685.28,736.28,630.28,480816.0
4/14/2021,744.62,752.62,803.62,715.62,205216.0
12/18/2020,575.68,582.68,667.68,488.68,677694.0
1/4/2021,299.76,308.76,351.76,210.76,548772.0
11/26/2021,560.08,555.08,563.08,546.08,66810.0
8/11/2020,641.63,633.63,656.63,635.63,92379.0
7/20/2020,351.02,349.02,431.02,260.02,245214.0
6/29/2021,704.15,696.15,729.15,639.15,436590.0
1/10/2020,449.23,444.23,457.23,372.23,227290.0
3/6/2020,641.44,634.44,693.44,637.44,241136.0
11/1/2020,102.98,108.98,158.98,63.98,373635.0
6/3/2021,842.63,844.63,865.63,743.63,187148.0
1/6/2020,675.14,679.14,682.14,635.14,176203.0
9/11/2020,667.26,667.26,729.26,573.26,172068.0
11/10/2021,882.67,877.67,933.67,874.67,210630.0
5/11/2021,754.07,756.07,834.07,681.07,529074.0
4/29/2020,804.76,806.76,874.76,720.76,759374.0
12/26/2020,929.27,927.27,952.27,838.27,310422.0
11/28/2020,274.18,284.18,293.18,206.18,370968.0
1/10/2021,923.49,920.49,955.49,847.49,228852.0
8/22/2020,609.75,618.75,624.75,511.75,251877.0
5/25/2020,102.31,92.31,185.31,82.31,325686.0
7/29/2021,269.89,276.89,310.89,202.89,421956.0
10/25/2020,206.28,207.28,256.28,166.28,189900.0
5/28/2020,915.57,923.57,962.57,877.57,321725.0
11/26/2020,107.14,110.14,131.14,58.14,198122.0
5/8/2020,69.45,65.45,117.45,59.45,71630.0
1/16/2020,553.5,555.5,610.5,494.5,259492.0
5/12/2020,674.85,667.85,750.85,603.85,572712.0
9/18/2020,54.01,57.01,95.01,31.01,73024.0
12/15/2021,439.17,430.17,457.17,416.17,162032.0
9/4/2020,552.42,549.42,649.42,496.42,247707.0
4/23/2020,210.97,208.97,275.97,152.97,586464.0
10/23/2021,274.49,282.49,289.49,272.49,45475.0
8/23/2021,3.0,6.0,19.0,0,89547.0
11/8/2020,753.83,755.83,835.83,715.83,339960.0
1/13/2021,252.39,253.39,258.39,228.39,144720.0
3/7/2021,868.41,862.41,886.41,807.41,198685.0
4/4/2020,301.52,302.52,346.52,286.52,159420.0
11/30/2021,672.97,678.97,727.97,599.97,600064.0
5/26/2020,308.68,298.68,326.68,304.68,94116.0
2/27/2021,924.04,926.04,1008.04,852.04,504660.0
1/10/2020,546.6,549.6,563.6,494.6,93564.0
10/9/2021,718.98,721.98,722.98,699.98,76774.0
5/15/2020,161.74,169.74,174.74,115.74,79178.0
3/13/2021,36.22,32.22,102.22,0,483602.82
7/29/2020,337.94,338.94,372.94,248.94,387500.0
8/4/2021,819.34,820.34,881.34,724.34,331741.0
1/6/2020,990.68,997.68,1078.68,938.68,653660.0
7/8/2021,281.29,279.29,304.29,225.29,289298.0
5/3/2020,83.9,73.9,157.9,38.9,571081.0
7/30/2021,612.47,614.47,664.47,513.47,436541.0
7/8/2020,248.26,243.26,250.26,160.26,420570.0
10/4/2021,103.59,111.59,158.59,3.59,298065.0
12/20/2021,839.54,845.54,867.54,833.54,79832.0
10/3/2020,718.33,727.33,725.33,630.33,115900.0
6/23/2020,655.02,645.02,727.02,612.02,359490.0
6/20/2021,656.5,656.5,688.5,627.5,226310.0
3/20/2021,862.9,852.9,904.9,843.9,123098.0
5/17/2020,390.75,386.75,466.75,325.75,511689.0
7/3/2020,986.03,980.03,1022.03,965.03,62472.0
2/14/2020,160.33,151.33,179.33,72.33,109354.0
5/10/2021,795.92,802.92,857.92,763.92,311328.0
12/11/2021,70.82,73.82,71.82,24.82,219443.0
11/13/2021,154.29,149.29,162.29,79.29,180774.0
8/15/2020,793.79,803.79,892.79,719.79,315379.0
1/20/2020,235.26,230.26,242.26,149.26,394134.0
8/7/2020,820.25,811.25,860.25,803.25,102714.0
3/29/2020,646.73,655.73,650.73,546.73,107952.0
8/13/2021,440.72,431.72,473.72,434.72,90597.0
1/24/2021,364.23,358.23,422.23,269.23,239751.0
6/25/2021,274.96,282.96,347.96,244.96,385941.0
5/31/2021,497.07,505.07,543.07,460.07,113710.0
5/30/2020,946.21,950.21,977.21,887.21,239130.0
5/8/2020,714.49,719.49,731.49,651.49,363760.0
4/2/2021,686.02,692.02,753.02,642.02,530580.0
7/20/2020,84.42,94.42,125.42,54.42,271149.0
3/15/2020,745.23,748.23,784.23,701.23,180442.0
3/10/2021,151.97,160.97,196.97,103.97,454305.0
3/29/2021,737.8,739.8,741.8,717.8,116808.0
2/15/2021,649.3,651.3,670.3,646.3,65952.0
7/10/2020,950.46,948.46,1003.46,946.46,144495.0
1/26/2020,111.01,101.01,122.01,55.01,278586.0
3/26/2021,386.41,381.41,474.41,375.41,287001.0
8/27/2020,163.29,170.29,185.29,146.29,78195.0
5/12/2021,249.77,250.77,254.77,207.77,226446.0
4/25/2021,450.38,449.38,486.38,390.38,443232.0
6/22/2021,40.79,42.79,139.79,0,446629.05
3/27/2021,264.91,266.91,317.91,183.91,155574.0
8/14/2021,90.23,100.23,112.23,60.23,121784.0
3/18/2020,274.18,276.18,335.18,213.18,307684.0
10/27/2021,885.99,876.99,909.99,851.99,161762.0
8/21/2020,681.62,675.62,694.62,647.62,221370.0
7/31/2020,379.74,371.74,415.74,367.74,183264.0
7/12/2020,95.4,87.4,127.4,17.4,408430.0
5/11/2021,214.92,222.92,285.92,155.92,635960.0
12/9/2021,702.85,705.85,739.85,604.85,390285.0
12/27/2021,406.09,406.09,436.09,342.09,422342.0
6/27/2020,346.94,356.94,423.94,288.94,276345.0
6/24/2021,384.05,375.05,439.05,286.05,535806.0
10/5/2020,479.89,479.89,493.89,415.89,216918.0
11/8/2021,275.75,276.75,301.75,189.75,413728.0
9/14/2021,242.26,239.26,276.26,236.26,152120.0
2/8/2021,118.47,109.47,125.47,80.47,72945.0
11/6/2020,725.26,717.26,822.26,708.26,351918.0
5/22/2021,117.3,119.3,157.3,45.3,331632.0
7/29/2020,842.69,833.69,933.69,824.69,345966.0
3/6/2020,966.6,959.6,1052.6,896.6,173784.0
8/19/2021,129.79,122.79,191.79,29.79,530388.0
5/2/2020,181.86,175.86,252.86,167.86,317815.0
11/14/2020,819.0,825.0,882.0,759.0,459897.0
12/23/2020,925.43,934.43,953.43,887.43,78738.0
11/14/2021,694.81,700.81,787.81,655.81,151668.0
12/30/2021,864.87,870.87,933.87,799.87,599382.0
11/13/2021,991.08,997.08,1088.08,964.08,413912.0
5/25/2020,66.34,60.34,162.34,46.34,469336.0
5/31/2021,318.4,311.4,391.4,285.4,270724.0
4/23/2021,953.44,947.44,981.44,905.44,353704.0
3/15/2021,712.73,706.73,714.73,703.73,23892.0
5/3/2020,63.11,56.11,150.11,0,289562.19
9/23/2021,781.27,785.27,800.27,691.27,170912.0
5/25/2021,109.22,107.22,187.22,23.22,724224.0
4/23/2020,771.62,781.62,822.62,755.62,117317.0
9/5/2020,413.35,404.35,498.35,387.35,448884.0
11/25/2021,742.17,733.17,800.17,674.17,249228.0
12/9/2020,460.27,454.27,534.27,390.27,514656.0
4/11/2021,260.05,269.05,339.05,204.05,427410.0
9/3/2021,767.3,773.3,790.3,704.3,394826.0
3/28/2021,136.69,127.69,208.69,124.69,203112.0
12/9/2020,789.84,780.84,878.84,703.84,305025.0
8/13/2020,548.8,558.8,628.8,521.8,334268.0
3/8/2021,602.55,612.55,698.55,518.55,715680.0
10/26/2021,993.05,1002.05,1021.05,963.05,286752.0
5/11/2020,447.92,457.92,459.92,423.92,57276.0
12/8/2021,988.46,994.46,1006.46,968.46,182970.0
2/1/2020,344.48,343.48,388.48,273.48,570285.0
9/13/2020,6.93,16.93,47.93,0,130321.67
12/2/2021,127.33,125.33,166.33,103.33,129087.0
12/21/2021,71.76,79.76,73.76,54.76,86564.0
10/1/2021,967.45,960.45,1003.45,893.45,403590.0
2/22/2021,413.82,413.82,499.82,399.82,183900.0
1/16/2020,9.65,3.65,60.65,0,301794.4
3/27/2021,761.94,765.94,780.94,724.94,229712.0
5/20/2021,741.99,736.99,827.99,641.99,824166.0
8/24/2021,939.91,946.91,1015.91,911.91,359216.0
2/23/2020,631.26,639.26,714.26,611.26,281190.0
7/5/2021,564.03,566.03,630.03,561.03,207207.0
7/12/2021,602.71,592.71,651.71,527.71,431272.0
11/12/2020,665.58,661.58,751.58,634.58,518895.0
7/3/2021,220.89,224.89,282.89,142.89,335020.0
7/20/2020,391.03,394.03,464.03,376.03,438768.0
3/16/2020,612.8,621.8,678.8,550.8,556544.0
12/11/2021,668.89,672.89,737.89,597.89,194180.0
9/13/2021,569.82,573.82,588.82,545.82,140481.0
5/16/2020,721.19,721.19,729.19,681.19,97680.0
6/11/2021,386.43,382.43,411.43,384.43,90585.0
11/17/2021,654.15,661.15,746.15,643.15,385014.0
3/16/2020,554.11,559.11,567.11,502.11,201500.0
2/6/2020,120.21,128.21,201.21,53.21,263736.0
2/4/2021,496.4,488.4,517.4,415.4,141780.0
9/29/2020,675.03,676.03,735.03,648.03,308154.0
7/14/2020,936.78,939.78,1000.78,842.78,393578.0
12/30/2020,84.56,88.56,162.56,9.56,680850.0
7/17/2021,831.05,824.05,876.05,767.05,392618.0
4/27/2021,389.19,395.19,406.19,304.19,227562.0
6/12/2021,607.89,609.89,685.89,529.89,718536.0
1/19/2020,853.15,859.15,861.15,808.15,172462.0
12/19/2021,658.16,661.16,742.16,636.16,242528.0
5/25/2020,909.63,912.63,956.63,821.63,150795.0
12/5/2021,603.26,609.26,651.26,528.26,441570.0
2/8/2021,904.93,894.93,965.93,860.93,486150.0
9/2/2020,292.09,286.09,314.09,201.09,449288.0
7/20/2020,249.1,257.1,302.1,203.1,338085.0
7/7/2020,361.31,360.31,456.31,313.31,637494.0
1/2/2021,820.92,815.92,892.92,778.92,359784.0
2/24/2021,579.49,574.49,660.49,484.49,641344.0
4/19/2021,881.79,887.79,943.79,876.79,215807.0
11/3/2021,814.55,804.55,860.55,766.55,123798.0
1/23/2021,622.44,631.44,626.44,617.44,12834.0
5/30/2021,882.0,872.0,969.0,805.0,347188.0
8/9/2020,5.11,9.11,8.11,0,11637.85
4/24/2020,967.5,970.5,1000.5,960.5,191720.0
7/28/2021,316.77,324.77,388.77,248.77,273140.0
10/26/2021,99.9,94.9,160.9,19.9,481233.0
9/2/2020,467.01,469.01,512.01,457.01,78705.0
10/26/2021,926.27,922.27,984.27,843.27,558924.0
11/14/2021,189.49,193.49,284.49,128.49,755664.0
8/26/2021,729.22,719.22,803.22,703.22,356100.0
2/6/2021,847.93,848.93,888.93,838.93,196150.0
9/3/2021,752.04,754.04,767.04,743.04,94800.0
1/1/2021,448.97,455.97,538.97,367.97,347301.0
12/2/2020,676.78,674.78,704.78,661.78,134805.0
11/28/2020,839.35,829.35,913.35,811.35,184008.0
6/8/2020,368.55,370.55,416.55,363.55,197584.0
4/2/2021,512.44,514.44,561.44,459.44,306408.0
11/23/2021,691.6,692.6,701.6,606.6,388455.0
5/8/2021,468.56,474.56,566.56,436.56,352170.0
4/4/2020,248.12,252.12,262.12,162.12,412900.0
